f6002f000000000000000000e8671602| START_THREAD
54000200000000000000000000000000| SET_ANIM
2d070000000000000000000000000000| LOAD
df000000000000000000000000000000| UNKNOWN_df
db001e00000000000000000000000000| SLEEP
2e030100020000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d000010000000000000000001c661602| CASE
d00001000000000000000000c06b1602| CASE
d0000100000000000000000084661602| CASE
d000030000000000000000001c661602| CASE
d000030000000000000000006c691602| CASE
d0000300000000000000000084661602| CASE
d100000000000000000000001c661602| DEFAULT
d10000000000000000000000e46a1602| DEFAULT
d1000000000000000000000084661602| DEFAULT
30000000000000000000000000000000| MSG_EXIT
e4000700000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e0c0200000000000000000000000000| KAOMADO
2f000200030000000000000000000000| UNKNOWN_2f
340002000000000000000000ac681602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
2e150100040000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000c8671602| CASE
d10000000000000000000000c8671602| DEFAULT
30000000000000000000000000000000| MSG_EXIT
e4000700000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
34000200000000000000000048681602| MSG_SPEECH
340002000000000000000000c4691602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
2e150100050000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000f4691602| CASE
d00003000000000000000000f4691602| CASE
d10000000000000000000000f4691602| DEFAULT
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
34000200000000000000000074711602| MSG_SPEECH
340002000000000000000000506b1602| MSG_SPEECH
3400020000000000000000001c691602| MSG_SPEECH
340002000000000000000000d0681602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
e4000700000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
3400020000000000000000001c671602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
4c000000d10100000000000000000000| PLAY_SOUND
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e1501000c0000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000586e1602| CASE
d00003000000000000000000586e1602| CASE
d10000000000000000000000586e1602| DEFAULT
2e150100050000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d0000100000000000000000088681602| CASE
d00001000000000000000000186b1602| CASE
d00001000000000000000000306f1602| CASE
d00001000000000000000000e46e1602| CASE
d0000300000000000000000008681602| CASE
d00003000000000000000000246a1602| CASE
d0000300000000000000000078701602| CASE
d00003000000000000000000cc701602| CASE
d10000000000000000000000a8671602| DEFAULT
d10000000000000000000000686c1602| DEFAULT
d1000000000000000000000020711602| DEFAULT
d10000000000000000000000cc701602| DEFAULT
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
340002000000000000000000546a1602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
e4000700000000000000000000000000| SET_FLAG
4c000000ad0200000000000000000000| PLAY_SOUND
2801050002000000ffcccc0000000000| UNKNOWN_28
2701050002000000ffcccc0000000000| UNKNOWN_27
db000400000000000000000000000000| SLEEP
2800050002000000ffcccc0000000000| UNKNOWN_28
2701050002000000ffcccc0000000000| UNKNOWN_27
e3000500000000000000000000000000| WAIT_FLAG
e4000600000000000000000000000000| SET_FLAG
e8002800000000000000000000000000| EXECUTE
2e1501000c0000000000000000000000| KAOMADO
340001000000000000000000ec651602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
db001e00000000000000000000000000| SLEEP
340002000000000000000000886b1602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
e4000700000000000000000000000000| SET_FLAG
4c000000ad0200000000000000000000| PLAY_SOUND
2801050002000000ffcccc0000000000| UNKNOWN_28
2701050002000000ffcccc0000000000| UNKNOWN_27
db000400000000000000000000000000| SLEEP
2800050002000000ffcccc0000000000| UNKNOWN_28
2701050002000000ffcccc0000000000| UNKNOWN_27
e3000500000000000000000000000000| WAIT_FLAG
e4000600000000000000000000000000| SET_FLAG
e8002800000000000000000000000000| EXECUTE
db000f00000000000000000000000000| SLEEP
e4000700000000000000000000000000| SET_FLAG
4c000000ad0200000000000000000000| PLAY_SOUND
2801050002000000ffffff0000000000| UNKNOWN_28
2701050002000000ffffff0000000000| UNKNOWN_27
db000400000000000000000000000000| SLEEP
2801050002000000ffffff0000000000| UNKNOWN_28
2701050002000000ffffff0000000000| UNKNOWN_27
db000400000000000000000000000000| SLEEP
2801050002000000ffffff0000000000| UNKNOWN_28
e3000500000000000000000000000000| WAIT_FLAG
48007800000000000000000000000000| FADE_OUT
3400ffff000000000000000080651602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
48007800000000000000000000000000| FADE_OUT
2700050028000000ffffff0000000000| UNKNOWN_27
0c01ffff000000000000000000000000| LOAD_MAP
