f6003b070000000000000000c0931602| START_THREAD
54000200000000000000000000000000| SET_ANIM
2d070000000000000000000000000000| LOAD
2d090200360000000000000000000000| LOAD
2d0903003c0000000000000000000000| LOAD
2d0904003f0000000000000000000000| LOAD
df000000000000000000000000000000| UNKNOWN_df
db000100000000000000000000000000| SLEEP
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e0201000c0000000000000000000000| KAOMADO
340001000000000000000000307a1602| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
e4000600000000000000000000000000| SET_FLAG
4c000000d40100000000000000000000| PLAY_SOUND
e200d401000000000000000000000000| WAIT_SEND
db000a00000000000000000000000000| SLEEP
4c000000d40100000000000000000000| PLAY_SOUND
e3000500000000000000000000000000| WAIT_FLAG
2e150100010000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d0000100000000000000000050a41702| CASE
d00001000000000000000000a08f1602| CASE
d00003000000000000000000f4b61702| CASE
d00003000000000000000000f08c1602| CASE
d100000000000000000000000ca01702| DEFAULT
d10000000000000000000000188a1602| DEFAULT
30000000000000000000000000000000| MSG_EXIT
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
db001e00000000000000000000000000| SLEEP
2e150100010000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000b4761702| CASE
d10000000000000000000000a4a41702| DEFAULT
2e150100090000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d0000100000000000000000064671602| CASE
d1000000000000000000000064671602| DEFAULT
2e150100000000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000d0711602| CASE
d10000000000000000000000d0711602| DEFAULT
2e150100050000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d0000100000000000000000084701702| CASE
d10000000000000000000000fc761702| DEFAULT
30000000000000000000000000000000| MSG_EXIT
4c000000d60100000000000000000000| PLAY_SOUND
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
db003c00000000000000000000000000| SLEEP
4c000000d10100000000000000000000| PLAY_SOUND
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e150100000000000000000000000000| KAOMADO
340001000000000000000000403b1702| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
e4000600000000000000000000000000| SET_FLAG
e4000400000000000000000000000000| SET_FLAG
db003c00000000000000000000000000| SLEEP
6b0000010e0000000000000000000000| MOVETO_GRID
91040a00070000000000000000000000| ROTATE
e3000500000000000000000000000000| WAIT_FLAG
db001e00000000000000000000000000| SLEEP
3b070000000000000000000000000000| UNKNOWN_3b
3200ffff0000000000000000bc8b1602| MSG_PLAIN
49000000d50000000000000000000000| UNKNOWN_49
3200ffff0000000000000000cc361702| MSG_PLAIN
e100d500000000000000000000000000| UNKNOWN_e1
30000000000000000000000000000000| MSG_EXIT
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e1501000b0000000000000000000000| KAOMADO
34000100000000000000000000671702| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e150100010000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d0000100000000000000000078041702| CASE
d10000000000000000000000781e1702| DEFAULT
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
db001e00000000000000000000000000| SLEEP
3200ffff000000000000000068001702| MSG_PLAIN
49000000d50000000000000000000000| UNKNOWN_49
3200ffff000000000000000090e31602| MSG_PLAIN
e100d500000000000000000000000000| UNKNOWN_e1
49000000d50000000000000000000000| UNKNOWN_49
3200ffff000000000000000088a31602| MSG_PLAIN
e100d500000000000000000000000000| UNKNOWN_e1
49000000d50000000000000000000000| UNKNOWN_49
3200ffff0000000000000000402c1702| MSG_PLAIN
e100d500000000000000000000000000| UNKNOWN_e1
30000000000000000000000000000000| MSG_EXIT
db001e00000000000000000000000000| SLEEP
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e1501000b0000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d000010000000000000000003c021702| CASE
d1000000000000000000000054c21602| DEFAULT
2e150100000000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000cc931702| CASE
d00001000000000000000000f0b11702| CASE
d0000100000000000000000070b41702| CASE
d000010000000000000000002c5d1702| CASE
d0000100000000000000000094ba1702| CASE
d000010000000000000000000c901702| CASE
d1000000000000000000000060a01702| DEFAULT
d100000000000000000000001c941702| DEFAULT
d10000000000000000000000bc371702| DEFAULT
d1000000000000000000000020581702| DEFAULT
d10000000000000000000000f8a41702| DEFAULT
d100000000000000000000006c941702| DEFAULT
30000000000000000000000000000000| MSG_EXIT
