f6001b180000000000000000c0931602| START_THREAD
54000200000000000000000000000000| SET_ANIM
2d070000000000000000000000000000| LOAD
2d090300610000000000000000000000| LOAD
df000000000000000000000000000000| UNKNOWN_df
e4000600000000000000000000000000| SET_FLAG
e8002100000000000000000000000000| EXECUTE
e3000500000000000000000000000000| WAIT_FLAG
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000e8741602| CASE
d000010000000000000000005c841702| CASE
d10000000000000000000000587c1602| DEFAULT
d10000000000000000000000fc811702| DEFAULT
30000000000000000000000000000000| MSG_EXIT
2e020100040000000000000000000000| KAOMADO
d800ffff010000002600000000000000| VARY_QUESTION
d000010000000000000000004c2f1702| CASE
d10000000000000000000000ac781702| DEFAULT
d90000000000000000000000bc661602| OPTION
d9000100000000000000000080661602| OPTION
f4000000000000000000000000000000| LABEL
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
a6003900000000000000000000000000| UNKNOWN_a6
e4000600000000000000000000000000| SET_FLAG
2e020100040000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000f0151702| CASE
d0000100000000000000000054d01702| CASE
d00001000000000000000000143a1702| CASE
d00001000000000000000000b4bb1702| CASE
d1000000000000000000000058091702| DEFAULT
d10000000000000000000000acd31702| DEFAULT
d10000000000000000000000e8b01702| DEFAULT
d10000000000000000000000b0cc1702| DEFAULT
30000000000000000000000000000000| MSG_EXIT
e7000200000000000000000000000000| GOTO_LABEL
f4000100000000000000000000000000| LABEL
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
a6003900010000000000000000000000| UNKNOWN_a6
e4000600000000000000000000000000| SET_FLAG
2e0201000c0000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d000010000000000000000008c091702| CASE
d0000100000000000000000054891602| CASE
d0000100000000000000000040971602| CASE
d000010000000000000000006c8a1702| CASE
d100000000000000000000004ca01602| DEFAULT
d10000000000000000000000f0da1602| DEFAULT
d1000000000000000000000040971602| DEFAULT
d100000000000000000000006c8a1702| DEFAULT
30000000000000000000000000000000| MSG_EXIT
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e020100000000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000b0751602| CASE
d00001000000000000000000e4601702| CASE
d00001000000000000000000ec481702| CASE
d000010000000000000000000ca71602| CASE
d00003000000000000000000ac881602| CASE
d00003000000000000000000bc8a1702| CASE
d000030000000000000000000c8b1702| CASE
d0000300000000000000000098d01602| CASE
d10000000000000000000000b0751602| DEFAULT
d100000000000000000000007c691702| DEFAULT
d10000000000000000000000ec481702| DEFAULT
d1000000000000000000000040e51602| DEFAULT
30000000000000000000000000000000| MSG_EXIT
db003c00000000000000000000000000| SLEEP
2e020100050000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d000010000000000000000002c411702| CASE
d10000000000000000000000ec451702| DEFAULT
30000000000000000000000000000000| MSG_EXIT
e7000200000000000000000000000000| GOTO_LABEL
f4000200000000000000000000000000| LABEL
2e020100040000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d000010000000000000000004c3e1702| CASE
d00001000000000000000000c0091702| CASE
d10000000000000000000000a8841702| DEFAULT
d10000000000000000000000d80f1702| DEFAULT
30000000000000000000000000000000| MSG_EXIT
d500ffff01000000000000000c101702| QUESTION
d9000300000000000000000038681602| OPTION
d9000400000000000000000020721602| OPTION
a5003900000000000000000000000000| UNKNOWN_a5
f4000300000000000000000000000000| LABEL
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
a6003900010000000000000000000000| UNKNOWN_a6
e4000600000000000000000000000000| SET_FLAG
e3000500000000000000000000000000| WAIT_FLAG
2e0201000c0000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d0000100000000000000000074a81602| CASE
d1000000000000000000000074a81602| DEFAULT
30000000000000000000000000000000| MSG_EXIT
a5003900000000000000000000000000| UNKNOWN_a5
d800ffff010000002600000000000000| VARY_QUESTION
d0000100000000000000000040031702| CASE
d10000000000000000000000f4091702| DEFAULT
d9000500000000000000000010751602| OPTION
d90006000000000000000000207e1602| OPTION
f4000500000000000000000000000000| LABEL
30000000000000000000000000000000| MSG_EXIT
db000a00000000000000000000000000| SLEEP
a6003900010000000000000000000000| UNKNOWN_a6
4c000000d90100000000000000000000| PLAY_SOUND
54002a00000000000000000000000000| SET_ANIM
db006400000000000000000000000000| SLEEP
e4000600000000000000000000000000| SET_FLAG
34000100000000000000000028611702| MSG_SPEECH
30000000000000000000000000000000| MSG_EXIT
2e020100040000000000000000000000| KAOMADO
cf022600010000000000000000000000| VARY_MSG
d00001000000000000000000fcfe1602| CASE
d10000000000000000000000f4d61602| DEFAULT
30000000000000000000000000000000| MSG_EXIT
a5003900000000000000000000000000| UNKNOWN_a5
54000200000000000000000000000000| SET_ANIM
d800ffff010000002600000000000000| VARY_QUESTION
d0000100000000000000000040101702| CASE
